@relation numerical
@attribute t0 real
@attribute t1 real
@attribute t2 real
@attribute class {0,1,2,3,4,5,6,7,8,9}
@data
-0.54528,0.62276,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.41142,0.50069,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.37832,-0.010057,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.43725,-0.62758,1,{0 1 1 1 2 1 3 1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
-0.32804,-0.6232,1,{0 1 1 1 2 -1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.6304,0.47718,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.56467,0.053169,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.67528,0.66182,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.30899,0.21832,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.039878,0.92315,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.044352,-0.95353,1,{0 -1 1 -1 2 -1 3 -1 4 -1 5 -1 6 -1 7 -1 8 -1 9 -1}
0.70721,0.062208,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.7789,-0.59044,1,{0 1 1 1 2 1 3 1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
0.24579,0.17498,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.77701,0.54521,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.367,-0.18611,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.75835,-0.56963,1,{0 1 1 1 2 1 3 1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
0.46963,-0.32176,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.647,-0.44516,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.012624,-0.29519,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.60548,-0.63792,1,{0 1 1 1 2 -1 3 1 4 1 5 1 6 -1 7 1 8 1 9 1}
-0.4195,-0.87731,1,{0 -1 1 1 2 -1 3 1 4 1 5 1 6 -1 7 1 8 -1 9 -1}
-0.39165,-0.074478,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.015277,-0.28228,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.54245,-0.80658,1,{0 1 1 1 2 -1 3 -1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
-0.54087,-0.030189,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.013726,0.36638,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.029844,0.50818,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.54271,0.11914,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.35428,0.16929,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.18576,-0.81746,1,{0 1 1 1 2 -1 3 -1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
-0.048348,-0.23696,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.41754,0.73516,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.91205,-0.3738,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.040163,-0.14686,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.16464,0.49731,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.78505,-0.17421,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.17677,0.75524,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.021083,0.24774,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.241,-0.67802,1,{0 1 1 1 2 -1 3 -1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
0.27924,-0.078807,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.55655,0.069416,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.01916,0.23954,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.6293,-0.45757,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.74129,-0.19418,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.057085,0.11705,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.8877,0.11809,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.43878,0.58782,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.30001,-0.1529,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.46939,0.48402,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.051618,-0.23993,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.71637,0.20327,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.36654,0.38922,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.25341,-0.91346,1,{0 -1 1 -1 2 -1 3 -1 4 -1 5 1 6 -1 7 -1 8 -1 9 -1}
0.45509,0.60152,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.95145,-0.24514,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.70649,0.40468,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.04935,0.44866,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.032494,-0.52887,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.64744,0.26765,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.37874,-0.47951,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.43029,-0.37576,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.1161,-0.48408,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.022444,0.72361,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.93103,0.29875,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.71801,0.0013842,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.69595,-0.43288,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.78219,-0.076721,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.4707,-0.2655,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.041356,0.10708,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.20416,-0.891,1,{0 -1 1 1 2 -1 3 1 4 -1 5 -1 6 -1 7 1 8 -1 9 -1}
0.549,-0.6176,1,{0 1 1 1 2 1 3 1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
-0.71809,0.20805,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.93468,0.32437,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.23531,0.7392,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.29155,-0.75923,1,{0 -1 1 1 2 -1 3 1 4 1 5 1 6 -1 7 1 8 -1 9 -1}
-0.75945,0.36654,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.5098,0.036676,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.96588,0.23085,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.23012,0.013378,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.10488,-0.76972,1,{0 1 1 1 2 -1 3 -1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
-0.4081,0.63748,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.85858,-0.29357,1,{0 1 1 1 2 1 3 1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
0.56679,-0.28749,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.055172,0.052643,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.15282,0.40041,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.28448,0.71696,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.11725,-0.36995,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.4744,0.001354,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.044125,-0.85584,1,{0 -1 1 -1 2 -1 3 -1 4 -1 5 -1 6 -1 7 -1 8 -1 9 -1}
0.10516,-0.18793,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.70362,-0.091227,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.26166,-0.72054,1,{0 1 1 1 2 -1 3 -1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
0.16639,-0.26822,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.33912,0.43763,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.43828,0.068312,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.58352,-0.19898,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.78367,-0.17817,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.36745,-0.80639,1,{0 1 1 1 2 -1 3 -1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
-0.3002,-0.69026,1,{0 1 1 1 2 -1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.41282,0.56767,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.26797,-0.7081,1,{0 1 1 1 2 -1 3 -1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
-0.53886,0.26553,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.60051,0.54666,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.3669,0.37103,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.65361,0.43205,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.148,0.59302,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.79284,-0.33877,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.18117,-0.089127,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.12894,-0.81463,1,{0 -1 1 1 2 -1 3 1 4 -1 5 -1 6 -1 7 1 8 -1 9 -1}
-0.40169,-0.10344,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.22319,-0.9713,1,{0 -1 1 1 2 -1 3 1 4 -1 5 -1 6 -1 7 1 8 -1 9 -1}
-0.027456,0.22297,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.39466,0.23448,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.2209,0.8288,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.47246,0.62716,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.88925,-0.0027213,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.32933,-0.88365,1,{0 -1 1 -1 2 -1 3 -1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
-0.60202,-0.10499,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.26505,0.3216,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.41374,0.52927,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.29907,0.079004,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.73372,-0.18095,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.26095,0.59051,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.24021,-0.22043,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.42657,0.082091,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.20156,0.47665,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.38294,-0.48132,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.77653,0.3239,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.097699,-0.55899,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.63045,-0.37487,1,{0 1 1 1 2 1 3 1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
-0.80278,-0.58317,1,{0 1 1 1 2 -1 3 1 4 1 5 1 6 -1 7 1 8 1 9 1}
0.63284,0.0087726,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.61513,0.1153,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.89799,-0.36425,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.25432,0.22835,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.66036,-0.60154,1,{0 1 1 1 2 -1 3 1 4 1 5 1 6 -1 7 1 8 1 9 1}
0.966,-0.16921,1,{0 1 1 1 2 1 3 1 4 -1 5 1 6 1 7 1 8 -1 9 1}
0.9645,0.016543,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.51086,0.58606,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.59276,-0.2223,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.79053,0.34692,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.28472,-0.4233,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.15029,0.83601,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.32839,0.59861,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.19662,-0.59329,1,{0 1 1 1 2 -1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.82841,0.14009,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.44377,-0.29393,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.93019,0.15079,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.61092,0.50608,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.11059,-0.68388,1,{0 1 1 1 2 -1 3 -1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
-0.20873,0.33016,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.19663,0.1764,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.56316,-0.72742,1,{0 1 1 1 2 -1 3 -1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
-0.48125,0.18084,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.14722,-0.74169,1,{0 1 1 1 2 -1 3 -1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
0.72318,-0.51002,1,{0 1 1 1 2 1 3 1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
0.7754,0.22485,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.27722,-0.5348,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.14001,-0.021549,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.54026,-0.093778,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.0042112,0.60709,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.57238,-0.056614,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.49605,0.51673,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.58713,-0.66704,1,{0 1 1 1 2 1 3 1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
-0.3987,0.063935,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.053348,-0.070156,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.35025,0.21816,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.79537,0.51353,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.41565,-0.84201,1,{0 -1 1 1 2 -1 3 1 4 1 5 1 6 -1 7 1 8 -1 9 -1}
-0.72051,-0.063557,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.33746,-0.13481,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.35935,0.31961,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.95046,0.29236,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.66206,-0.58725,1,{0 1 1 1 2 1 3 1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
-0.12929,-0.75052,1,{0 1 1 1 2 -1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.59091,-0.076485,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
